# Columns labeled with floats contain bin centers (theta in degrees), others are extra info.
# 
                     mock                      zbin                    Nstack                     Ngals                    Nrands                     0.159                     0.277                     0.395                     0.513                     0.631                     0.749                     0.867                     0.985                     1.103                     1.221                     1.339                     1.457                     1.575                     1.693                     1.811                     1.929                     2.047                     2.165                     2.283                     2.401                     2.519                     2.637                     2.755                     2.873                     2.991                     3.109                     3.227                     3.345                     3.463                     3.581                     3.699                     3.817                     3.935                     4.053                     4.171                     4.289                     4.407                     4.525                     4.643                     4.761                     4.879                     4.997                     5.115                     5.233                     5.351                     5.469                     5.587                     5.705                     5.823                     5.941
    4.151908480000000e+04     7.500000000000000e-01     0.000000000000000e+00     4.759860000000000e+05     1.500000000000000e+06     5.012683830663683e-02     3.178078701248492e-02     2.114574443622723e-02     1.446642526948268e-02     1.047089430706475e-02     7.411924545927530e-03     5.973531160104825e-03     4.843547091671700e-03     3.595732789103174e-03     2.967816883069679e-03     1.703707502267547e-03     1.254906008480437e-03     7.771431841441408e-04     6.008146411638585e-04     6.169339381866952e-04     1.094062712192559e-03     1.157229446426634e-03     1.020621162909002e-03     7.794939179820796e-04     6.713390432482053e-04     4.295026080891191e-04     8.659885937066832e-05     1.507613874911722e-04    -1.929247477865934e-04    -2.460865711575706e-04    -6.896710206584253e-04    -6.926198411920922e-04    -5.819309035920250e-04    -2.186138199535974e-04    -6.778921958928973e-05    -2.974190172720201e-04    -2.498703193836411e-04    -2.168366277095627e-05     2.519244815309357e-05    -6.590095194421820e-05    -9.476248911458186e-05    -2.289152205118084e-04    -4.132728997035138e-04    -5.380985842152862e-04    -3.378122083672925e-04    -8.810435250455820e-05    -2.918951358450602e-04    -4.099935239634397e-04    -4.399145450048164e-04    -3.311727299011558e-04    -7.644355550605916e-04    -4.922484916992556e-04    -5.700391751527072e-04    -5.642671872962018e-04    -4.712276116757949e-04
    4.151908490000000e+04     7.500000000000000e-01     0.000000000000000e+00     4.754620000000000e+05     1.500000000000000e+06     4.990864925538632e-02     3.040836884954169e-02     2.019467596155256e-02     1.371202465993760e-02     9.144982805600197e-03     6.564427482296478e-03     5.274203289379917e-03     3.748337302453015e-03     2.444885778707971e-03     2.194661420748219e-03     1.124308325425953e-03     6.498988894616136e-04     2.460392198936203e-04     4.401954389555387e-04     6.048011969267595e-04     1.067100478107384e-03     9.214663661003857e-04     5.977063936823248e-04     7.648169295528816e-04     4.818910601516666e-04     4.844325033934986e-04     2.567964919329193e-04     1.085389291029525e-04    -5.363000248854455e-06    -1.493497070023993e-04    -6.367524999888910e-04    -6.756780962602830e-04    -6.523299614886965e-04    -1.924640509386010e-04    -2.252386248092603e-04    -3.981730437206041e-04    -1.117541369301274e-04    -9.112422636700228e-05    -7.488145814285277e-05    -8.010138642486227e-05    -3.164699405641609e-05    -6.298455424814788e-05    -1.443822880803470e-04    -3.624587999716161e-04    -1.461113263071492e-04     1.232314619619084e-04     2.695248484230219e-05     6.159536869761775e-05    -3.763791338941381e-04    -2.979923567692057e-04    -4.353140577488987e-04    -5.439050533397232e-04    -3.644623732145201e-04    -2.572858597572651e-04    -4.201090175684191e-04
    4.151908500000000e+04     7.500000000000000e-01     0.000000000000000e+00     4.761570000000000e+05     1.500000000000000e+06     5.013558515757598e-02     3.116010016193354e-02     2.130032833683482e-02     1.451774313357439e-02     1.020993303443969e-02     7.593893072216117e-03     5.655047564261280e-03     4.277652520738433e-03     2.909043893777567e-03     2.251928460803761e-03     1.612211402461480e-03     1.325789880849550e-03     2.827117437474829e-04     5.244159872566067e-04     6.440075286736761e-04     9.201716982742839e-04     1.006587774767778e-03     8.692577540939929e-04     8.683622505133937e-04     7.563239319387678e-04     4.722723934225886e-04    -1.030298028567160e-05     1.919704381625591e-04    -2.156739268315650e-05    -2.079787541263053e-04    -2.997459532574589e-04    -8.776574031446310e-04    -5.871243479055703e-04    -2.767772931656579e-04    -9.587198088318031e-05    -3.441573473883687e-04    -3.391918734994276e-04    -3.233494407412350e-04    -9.174370015155283e-05     5.305360630503317e-05    -5.220601790606042e-05    -2.038417256116461e-04    -1.614488781333221e-04    -2.503930830561408e-04    -1.959185632298342e-04    -3.052742976588624e-05    -1.728233194070798e-04    -1.076143060838605e-04    -2.452207898543058e-04    -2.878366031125298e-04    -3.939796643486539e-04    -5.674751307102192e-04    -4.554711107419115e-04    -4.649015897003958e-04    -4.909677986457085e-04
    4.151908520000000e+04     7.500000000000000e-01     0.000000000000000e+00     4.748150000000000e+05     1.500000000000000e+06     5.048675578455817e-02     3.082776655697237e-02     2.139823471627717e-02     1.456390657110068e-02     1.017400371896094e-02     6.940447117783285e-03     5.239237177439962e-03     3.960163598529603e-03     2.821519514629306e-03     2.470046283126870e-03     1.569305066174963e-03     1.158032817613410e-03     8.528630880065534e-04     8.551017851671475e-04     6.247940687772111e-04     9.600490602234268e-04     5.108173265754307e-04     5.316596874896459e-04     7.542971770675352e-04     4.522737743295463e-04     4.481043381053220e-04     1.681209160011745e-04     1.149706042946756e-04    -9.287376988940722e-05     2.311969095193919e-05    -2.717362165732780e-04    -6.229288228559340e-04    -6.309939633667110e-04    -5.103630028222042e-04    -4.194000222470174e-04    -3.800087029673175e-04    -4.983884984633409e-04    -2.654121814376534e-04    -3.125596093176327e-04    -4.966614872832916e-04    -1.986127455085160e-04    -7.100582245467919e-04    -4.455163672755286e-04    -6.247046186202821e-04    -5.467503056448404e-04    -2.052547690572364e-04    -4.969690413371608e-05    -1.326087619143192e-04    -1.993959673195120e-04    -6.793152992071554e-05    -1.994940363541752e-04    -5.139253966742850e-04    -5.110415578342654e-04    -6.616549768516085e-04    -5.035426240534648e-04
    4.151908530000000e+04     7.500000000000000e-01     0.000000000000000e+00     4.758140000000000e+05     1.500000000000000e+06     5.035552346077637e-02     3.114068721710693e-02     2.079946468731937e-02     1.417736063503865e-02     1.009028124382986e-02     7.347375122938364e-03     6.066627114533599e-03     4.508481489808709e-03     3.372820839373072e-03     2.662474221554218e-03     1.575026447620465e-03     1.093231511727198e-03     4.137572035428478e-04     6.764575457820219e-04     8.795629587869343e-04     1.067123637955787e-03     7.929266818625258e-04     7.674328269968630e-04     7.247669275487587e-04     7.833119010913198e-04     9.531089275293529e-04     5.264885887528345e-04     1.251442400017890e-04     6.974809565325891e-05    -2.295608601507506e-04    -3.212291052238378e-04    -5.506542901385389e-04    -3.233703945029111e-04    -2.618757970355306e-04    -9.061981040283492e-05    -3.330783751225803e-04    -1.383989706567870e-04    -1.086983898040932e-04     1.562392989791327e-04     1.994557173816358e-04     1.130414976566164e-04    -1.921401000905953e-04    -3.225833614971867e-04    -3.552206894010736e-04    -4.232934120002025e-04    -2.180235651407457e-04    -1.725127686762822e-04    -1.525867123852517e-04    -4.047423044988034e-04    -1.473262892267635e-04    -4.678736410424894e-04    -4.721415934519338e-04    -4.934902629995804e-04    -5.616474783780697e-04    -5.436354148003558e-04
    4.151908550000000e+04     7.500000000000000e-01     0.000000000000000e+00     4.758930000000000e+05     1.500000000000000e+06     5.086519827276520e-02     3.047316770403679e-02     2.074237030335019e-02     1.404431247334602e-02     9.850034654516344e-03     6.876269907622964e-03     5.620857013122193e-03     4.285635609774987e-03     3.358224049370297e-03     2.739352484672204e-03     1.951755655819649e-03     1.376775255386842e-03     3.500143052374703e-04     6.573829048759511e-04     6.070627127689819e-04     8.743831328162791e-04     7.137524930587388e-04     9.389978727447431e-04     9.769774405740655e-04     7.696937553689761e-04     4.528213326355492e-04     2.886470260908472e-04     3.004395445994647e-04     9.621910280587995e-05     3.389828896089087e-06    -5.653145982399512e-04    -7.812199425200709e-04    -6.138479119371404e-04    -4.189299769926762e-04    -2.913843330270462e-04    -4.291111391179837e-04    -4.869195511852634e-04    -1.836251787828885e-04    -1.533460094396804e-04    -1.496328948790874e-04    -1.588268949361322e-04    -5.361381724849064e-04    -2.446012758760534e-04    -3.093161848777458e-04    -3.118421387028797e-04    -6.447337773639520e-05    -1.220031021841873e-04    -1.237969834653303e-04    -4.301930611979683e-04    -1.041276050924898e-04    -4.398006671755099e-04    -5.174788671333104e-04    -4.710242487658552e-04    -4.668383323807285e-04    -3.257522629297779e-04
    4.151908560000000e+04     7.500000000000000e-01     0.000000000000000e+00     4.757540000000000e+05     1.500000000000000e+06     5.113947484894675e-02     3.133067289268331e-02     2.146603943335674e-02     1.429869493105679e-02     1.000499362911168e-02     7.321368819310918e-03     6.401859558146914e-03     4.796356852613307e-03     2.978626915898096e-03     2.461594522783281e-03     1.633416250029407e-03     1.142599662371547e-03     8.346084766227131e-04     4.293052810116456e-04     8.470916116643060e-04     1.167086546372536e-03     9.239781575547776e-04     8.924875644322743e-04     8.874123205164175e-04     6.654021589194978e-04     6.579444747216361e-04     4.544481222511135e-04     5.300892995301756e-04     3.195730132548027e-04     2.951370407967151e-04    -4.834105099860406e-04    -6.072398269370504e-04    -5.600471608278240e-04    -1.371713770558460e-04    -4.123679608501274e-04    -3.423519130715398e-04    -4.257629865318043e-04    -2.229456173117447e-04     9.254948506216104e-05     1.976960139919165e-04    -3.874757038011795e-05    -1.020797079532868e-04    -1.538031391450707e-04    -1.786889185352122e-04    -1.178651888458151e-04     2.296841475464210e-04     1.633621070428040e-04    -9.946819213761657e-05    -1.381906642412717e-04    -1.814550560500397e-04    -9.762391565799072e-05    -4.552985000475851e-04    -5.099391939188717e-04    -6.194091976502249e-04    -5.558415907736257e-04
    4.151908570000000e+04     7.500000000000000e-01     0.000000000000000e+00     4.757870000000000e+05     1.500000000000000e+06     4.928763829763556e-02     3.046964695019196e-02     2.074874057626316e-02     1.459067412095819e-02     1.024497473226674e-02     7.904740668763703e-03     6.354297155693558e-03     4.568248893378222e-03     3.268190081917326e-03     2.381108191709212e-03     1.424702272325349e-03     9.835026523124053e-04     4.176028047143982e-04     4.033523024191246e-04     4.857891309897434e-04     8.150924360468541e-04     6.977323129264280e-04     7.002130008934145e-04     5.986068511233613e-04     6.866713074399590e-04     5.853191747228955e-04     2.723507830212340e-04     3.058360656184601e-04     2.922700485130537e-04     1.403587631834100e-04    -6.121660266024136e-05    -2.768801163672169e-04    -3.857412301848103e-04    -2.776026705217676e-04    -3.411946935489043e-05    -3.063288394171770e-04    -3.518883928455288e-04    -3.897060574686510e-04    -1.538854330412542e-04    -1.656238791867152e-04    -1.976818680995272e-04    -4.949457205181315e-04    -5.122655619549666e-04    -4.710654939720575e-04    -3.002241790476933e-04     6.350923225821550e-05    -7.338847161565026e-05    -3.176131196105005e-04    -6.130746086818912e-04    -4.335005540902560e-04    -4.626551824614426e-04    -5.282206548796954e-04    -4.445105408651429e-04    -4.511157752707429e-04    -4.276834526014532e-04
    4.151908590000000e+04     7.500000000000000e-01     0.000000000000000e+00     4.762430000000000e+05     1.500000000000000e+06     4.985563157848383e-02     3.048659150767412e-02     2.049325926846633e-02     1.460983249890674e-02     9.848553368270337e-03     7.384011561952008e-03     6.262943013176591e-03     4.377049243202992e-03     3.087099267632163e-03     2.573970291696878e-03     1.551171392233440e-03     1.275447317211581e-03     3.850474450323328e-04     2.972946167163243e-04     7.735713231107007e-04     1.100281541283266e-03     9.422574042041110e-04     6.116593493288992e-04     6.053081972182598e-04     9.231045692195735e-04     7.986139705199230e-04     2.542729809712476e-04     3.932394225747680e-04     1.067742442923379e-04    -1.716024635267839e-04    -6.284934419469122e-04    -6.568619245881099e-04    -5.030550981555778e-04    -1.355239934984813e-04    -3.047051827726653e-04    -4.471978979185861e-04    -4.597985306105671e-04    -3.697522772920148e-04    -3.072883307816884e-04    -4.342391654759036e-05     1.766025507085513e-04    -2.036063310529016e-04    -5.320103932341599e-05    -3.979124538138640e-04    -4.704116256243946e-04    -9.945003563510155e-05    -7.791521794915268e-05    -2.288300977166869e-04    -5.809115325672004e-04    -4.202846312923768e-04    -5.346445458551938e-04    -6.994133982305747e-04    -5.657822873195845e-04    -6.365423677291754e-04    -2.777903814327856e-04
